Segment,Region,Sub-Category,Group,Period,Sales (USD),Profit (USD),Discount,Quantity
Corporate,East,Accessories,High-Value,Jul 2021,160,14,5,59
Consumer,West,Supplies,Mid-Value,Jan 2022,106,11,0,59
Consumer,East,Bookcases,High-Value,Jan 2020,115,16,0,60
Corporate,West,Copiers,High-Value,Jan 2020,150,19,0,64
Consumer,Central,Other Miscellaneous 4,Low-Value,Jul 2022,1,2,0,59
Consumer,West,Employees (Office Supplies),Low-Value,Jan 2020,47,1,0,62
Consumer,East,Employees (Office Supplies),Low-Value,Jul 2021,62,4,0,62
Corporate,East,Business Machines,High-Value,Jan 2021,133,10,0,62
Home Office,West,Labels,Low-Value,Jan 2022,18,1,0,63
Consumer,East,Business Machines,High-Value,Jan 2020,141,16,10,62
Consumer,Central,Other Miscellaneous 6,Low-Value,Jan 2022,1,1,5,62
Consumer,West,Other Miscellaneous 1,Low-Value,Jul 2021,20,5,0,63
Consumer,East,Employees (Office Supplies),Low-Value,Jul 2020,40,5,0,60
Consumer,West,Labels,Low-Value,Jul 2020,33,1,0,60
Corporate,East,Supplies,Mid-Value,Jul 2021,112,9,10,64
Corporate,South,Bookcases,High-Value,Jul 2022,131,16,0,58
Home Office,West,Labels,Low-Value,Jan 2021,56,1,0,62
Home Office,East,Bookcases,High-Value,Jan 2021,120,15,10,55
Consumer,West,Supplies,Mid-Value,Jul 2021,97,5,0,59
Home Office,East,Copiers,High-Value,Jul 2020,172,26,0,61
Consumer,West,Bookcases,High-Value,Jul 2022,89,13,0,56
Consumer,West,Business Machines,High-Value,Jan 2022,165,28,10,63
Home Office,East,Supplies,Mid-Value,Jan 2020,120,19,0,62
Home Office,Central,Supplies,Mid-Value,Jul 2020,80,6,0,58
Consumer,Central,Other Miscellaneous 2,Low-Value,Jan 2022,72,4,0,63
Consumer,Central,Supplies,Mid-Value,Jul 2021,132,24,0,59
Consumer,East,Business Machines,High-Value,Jan 2022,178,31,10,60
Corporate,South,Art,Low-Value,Jul 2022,53,4,0,62
Home Office,West,Paper,Mid-Value,Jan 2021,86,4,5,63
Consumer,Central,Other Miscellaneous 5,Low-Value,Jan 2020,1,1,0,62
Corporate,South,Paper,Mid-Value,Jan 2022,98,9,0,62
Consumer,East,Paper,Mid-Value,Jan 2022,90,15,10,61
Consumer,East,Supplies,Mid-Value,Jan 2021,87,10,0,59
Consumer,West,Labels,Low-Value,Jan 2022,33,5,0,63
Consumer,Central,Copiers,High-Value,Jan 2022,133,12,0,61
Consumer,West,Accessories,High-Value,Jan 2022,169,21,0,57
Corporate,West,Employees (Office Supplies),Low-Value,Jul 2021,64,17,0,61
Corporate,East,Bookcases,High-Value,Jul 2021,91,9,5,57
Consumer,East,Other Miscellaneous 1,Low-Value,Jan 2021,55,4,0,62
Corporate,East,Art,Low-Value,Jul 2021,83,9,0,59
Corporate,East,Supplies,Mid-Value,Jul 2021,120,15,0,59
Consumer,West,Business Machines,High-Value,Jan 2020,177,29,0,61
Corporate,Central,Other Miscellaneous 1,Low-Value,Jul 2021,38,7,0,61
Corporate,West,Paper,Mid-Value,Jan 2021,90,18,0,63
Home Office,West,Copiers,High-Value,Jul 2021,169,17,0,57
Consumer,West,Accessories,High-Value,Jan 2022,136,16,0,61
Consumer,East,Paper,Mid-Value,Jan 2020,93,13,0,60
Consumer,South,Paper,Mid-Value,Jan 2021,105,17,0,62
Consumer,East,Appliances,High-Value,Jul 2020,119,11,0,60
Consumer,South,Appliances,High-Value,Jan 2022,115,8,0,61
Corporate,East,Other Miscellaneous 3,Low-Value,Jul 2021,15,4,0,61
Corporate,East,Other Miscellaneous 4,Low-Value,Jan 2021,1,2,0,63
Corporate,Central,Art,Low-Value,Jul 2021,69,4,10,62
Consumer,East,Other Miscellaneous 6,Low-Value,Jul 2021,1,1,5,58
Consumer,East,Paper,Mid-Value,Jul 2021,81,8,0,60
Consumer,East,Fasteners,Low-Value,Jan 2021,34,6,5,61
Corporate,East,Paper,Mid-Value,Jan 2021,105,12,0,59
Corporate,South,Appliances,High-Value,Jan 2021,113,13,0,62
Consumer,West,Other Miscellaneous 1,Low-Value,Jan 2020,40,1,0,59
Corporate,East,Appliances,High-Value,Jul 2021,112,2,0,61
Corporate,West,Copiers,High-Value,Jul 2022,109,11,5,64
Home Office,East,Other Miscellaneous 2,Low-Value,Jul 2022,16,3,0,61
Home Office,East,Fasteners,Low-Value,Jan 2022,18,1,0,57
Consumer,Central,Other Miscellaneous 4,Low-Value,Jul 2021,29,1,5,61
Consumer,West,Supplies,Mid-Value,Jan 2020,106,9,0,59
Corporate,Central,Other Miscellaneous 5,Low-Value,Jul 2022,1,5,0,58
Home Office,South,Other Miscellaneous 4,Low-Value,Jan 2021,1,1,5,59
Consumer,South,Employees (Office Supplies),Low-Value,Jan 2022,30,1,0,60
Consumer,South,Supplies,Mid-Value,Jan 2022,102,14,0,60
Consumer,Central,Copiers,High-Value,Jan 2022,155,9,5,60
Consumer,South,Other Miscellaneous 6,Low-Value,Jul 2021,1,1,5,60
Consumer,West,Paper,Mid-Value,Jan 2022,83,11,0,61
Home Office,Central,Employees (Office Supplies),Low-Value,Jul 2020,44,8,0,61
Consumer,East,Business Machines,High-Value,Jul 2020,136,16,0,58
Home Office,East,Fasteners,Low-Value,Jul 2022,50,13,0,60
Consumer,West,Other Miscellaneous 3,Low-Value,Jul 2022,9,1,0,63
Corporate,East,Other Miscellaneous 2,Low-Value,Jan 2022,1,1,0,62
Corporate,South,Other Miscellaneous 5,Low-Value,Jan 2022,1,1,0,59
Home Office,South,Other Miscellaneous 1,Low-Value,Jan 2021,69,21,0,59
Home Office,West,Other Miscellaneous 5,Low-Value,Jan 2020,1,1,0,65
Home Office,West,Other Miscellaneous 2,Low-Value,Jul 2021,36,5,0,62
Corporate,East,Fasteners,Low-Value,Jan 2021,71,4,0,61
Corporate,East,Other Miscellaneous 1,Low-Value,Jul 2022,33,10,0,63
Consumer,West,Art,Low-Value,Jul 2020,76,9,0,62
Corporate,Central,Art,Low-Value,Jan 2021,80,11,10,61
Consumer,East,Accessories,High-Value,Jul 2020,167,18,0,62
Corporate,Central,Employees (Office Supplies),Low-Value,Jan 2021,34,5,0,58
Home Office,East,Bookcases,High-Value,Jan 2022,80,5,10,59
Corporate,West,Fasteners,Low-Value,Jan 2022,1,1,0,57
Consumer,Central,Other Miscellaneous 2,Low-Value,Jul 2021,1,3,0,61
Consumer,West,Copiers,High-Value,Jul 2020,129,14,0,62
Consumer,West,Other Miscellaneous 5,Low-Value,Jul 2022,2,1,0,59
Consumer,South,Employees (Office Supplies),Low-Value,Jul 2022,56,7,0,58
Corporate,East,Other Miscellaneous 4,Low-Value,Jul 2020,17,1,5,58
Consumer,South,Other Miscellaneous 4,Low-Value,Jul 2022,1,1,0,66
Consumer,South,Copiers,High-Value,Jul 2020,137,13,0,58
Consumer,South,Supplies,Mid-Value,Jul 2022,122,25,0,60
Consumer,South,Copiers,High-Value,Jul 2021,140,17,5,62
Consumer,East,Other Miscellaneous 4,Low-Value,Jan 2022,6,2,0,63
Home Office,South,Supplies,Mid-Value,Jan 2021,90,5,0,63
Consumer,Central,Other Miscellaneous 1,Low-Value,Jul 2022,32,9,0,60
Consumer,East,Employees (Office Supplies),Low-Value,Jul 2020,59,12,5,59
Consumer,East,Other Miscellaneous 5,Low-Value,Jan 2022,6,1,0,64
Consumer,East,Other Miscellaneous 1,Low-Value,Jul 2022,35,1,0,61
Consumer,East,Accessories,High-Value,Jan 2022,153,11,5,61
Home Office,East,Other Miscellaneous 6,Low-Value,Jul 2022,14,1,0,64
Corporate,West,Business Machines,High-Value,Jan 2022,188,27,0,60
Corporate,East,Other Miscellaneous 5,Low-Value,Jul 2020,1,1,0,60
Corporate,South,Copiers,High-Value,Jan 2021,182,14,0,60
Home Office,West,Art,Low-Value,Jan 2020,46,9,0,61
Consumer,Central,Paper,Mid-Value,Jul 2022,109,12,0,64
Home Office,Central,Other Miscellaneous 2,Low-Value,Jul 2022,22,1,0,57
Consumer,South,Other Miscellaneous 6,Low-Value,Jul 2021,1,1,0,58
Home Office,Central,Supplies,Mid-Value,Jan 2022,109,16,5,60
Consumer,East,Employees (Office Supplies),Low-Value,Jul 2022,48,1,0,61
Home Office,East,Other Miscellaneous 3,Low-Value,Jul 2022,5,4,0,61
Corporate,West,Art,Low-Value,Jul 2021,61,10,0,63
Consumer,South,Labels,Low-Value,Jan 2020,68,2,0,59
Consumer,West,Bookcases,High-Value,Jul 2021,76,16,0,60
Home Office,Central,Other Miscellaneous 3,Low-Value,Jul 2020,18,4,0,63
Home Office,West,Bookcases,High-Value,Jan 2022,81,8,0,60
Home Office,South,Business Machines,High-Value,Jul 2020,198,31,0,62
Corporate,West,Bookcases,High-Value,Jan 2021,95,12,0,62
Corporate,West,Bookcases,High-Value,Jan 2020,57,5,0,58
Corporate,Central,Business Machines,High-Value,Jan 2022,187,26,0,62
Home Office,West,Paper,Mid-Value,Jul 2022,106,21,0,58
Corporate,East,Other Miscellaneous 4,Low-Value,Jan 2022,24,1,0,59
Consumer,West,Fasteners,Low-Value,Jan 2021,45,1,0,63
Corporate,East,Accessories,High-Value,Jan 2021,165,19,0,61
Corporate,Central,Supplies,Mid-Value,Jul 2022,80,3,0,57
Consumer,East,Other Miscellaneous 2,Low-Value,Jan 2022,10,4,0,63
Home Office,South,Other Miscellaneous 3,Low-Value,Jul 2021,20,2,0,59
Consumer,East,Copiers,High-Value,Jul 2022,163,20,0,64
Consumer,Central,Supplies,Mid-Value,Jan 2020,89,16,0,58
Consumer,West,Art,Low-Value,Jul 2022,68,1,0,59
Consumer,West,Copiers,High-Value,Jul 2021,164,14,5,62
Consumer,Central,Business Machines,High-Value,Jan 2020,174,27,0,59
Corporate,South,Employees (Office Supplies),Low-Value,Jan 2020,50,1,0,62
Home Office,Central,Supplies,Mid-Value,Jul 2021,112,25,0,59
Consumer,East,Other Miscellaneous 4,Low-Value,Jan 2022,10,1,5,61
Consumer,Central,Furnishings,High-Value,Jan 2022,109,15,0,60
Home Office,West,Labels,Low-Value,Jul 2022,29,2,0,59
Corporate,Central,Business Machines,High-Value,Jul 2020,209,26,5,59
Home Office,West,Art,Low-Value,Jul 2022,66,2,0,64
Consumer,Central,Supplies,Mid-Value,Jul 2022,133,17,0,57
Home Office,West,Paper,Mid-Value,Jan 2021,106,4,0,57
Consumer,West,Appliances,High-Value,Jul 2022,121,19,0,58
Home Office,West,Labels,Low-Value,Jul 2022,25,1,0,60
Corporate,Central,Accessories,High-Value,Jan 2022,136,12,0,64
Consumer,Central,Business Machines,High-Value,Jan 2022,182,24,5,58
Consumer,South,Other Miscellaneous 3,Low-Value,Jan 2021,1,4,0,64
Corporate,Central,Business Machines,High-Value,Jan 2020,199,22,10,59
Consumer,Central,Supplies,Mid-Value,Jan 2022,112,19,0,61
Consumer,West,Business Machines,High-Value,Jan 2022,146,10,0,59
Consumer,Central,Labels,Low-Value,Jan 2022,50,1,0,60
Consumer,Central,Appliances,High-Value,Jan 2022,94,4,0,61
Corporate,Central,Other Miscellaneous 2,Low-Value,Jan 2022,39,1,0,58
Consumer,Central,Supplies,Mid-Value,Jul 2021,107,8,0,62
Corporate,East,Accessories,High-Value,Jan 2021,129,25,0,63
Consumer,West,Other Miscellaneous 6,Low-Value,Jul 2020,1,6,0,64
Consumer,East,Appliances,High-Value,Jan 2021,128,24,0,62
Consumer,West,Other Miscellaneous 5,Low-Value,Jul 2022,10,1,0,61
Consumer,East,Paper,Mid-Value,Jul 2021,73,13,0,61
Corporate,East,Bookcases,High-Value,Jul 2021,99,12,0,61
Corporate,Central,Other Miscellaneous 1,Low-Value,Jan 2020,62,18,0,61
Corporate,East,Furnishings,High-Value,Jan 2022,149,13,0,59
Corporate,South,Other Miscellaneous 2,Low-Value,Jan 2021,11,8,0,60
Corporate,East,Other Miscellaneous 4,Low-Value,Jul 2020,1,2,0,62
Consumer,South,Copiers,High-Value,Jul 2021,181,19,0,62
Consumer,East,Furnishings,High-Value,Jul 2021,83,11,0,60
Consumer,South,Other Miscellaneous 3,Low-Value,Jan 2020,1,1,0,58
Corporate,South,Other Miscellaneous 3,Low-Value,Jul 2021,4,9,5,59
Consumer,East,Other Miscellaneous 2,Low-Value,Jan 2021,38,1,0,60
Consumer,Central,Other Miscellaneous 5,Low-Value,Jan 2020,28,6,0,59
Consumer,East,Other Miscellaneous 2,Low-Value,Jan 2022,1,1,0,61
Home Office,West,Art,Low-Value,Jul 2021,89,7,0,58
Consumer,South,Supplies,Mid-Value,Jul 2021,120,10,5,62
Corporate,West,Business Machines,High-Value,Jul 2022,162,23,0,61
Home Office,Central,Other Miscellaneous 4,Low-Value,Jul 2022,1,1,0,60
Consumer,East,Other Miscellaneous 1,Low-Value,Jan 2022,33,3,0,59
Corporate,South,Labels,Low-Value,Jul 2022,24,1,10,63
Consumer,East,Supplies,Mid-Value,Jan 2022,100,8,0,57
Consumer,South,Other Miscellaneous 5,Low-Value,Jul 2020,25,9,0,61
Corporate,East,Business Machines,High-Value,Jan 2021,169,17,0,60
Home Office,East,Bookcases,High-Value,Jan 2021,113,15,0,59
Consumer,Central,Other Miscellaneous 3,Low-Value,Jul 2020,60,4,0,62
Consumer,East,Fasteners,Low-Value,Jul 2021,18,4,10,63
Corporate,South,Other Miscellaneous 6,Low-Value,Jan 2021,12,1,5,63
Corporate,East,Supplies,Mid-Value,Jan 2021,123,14,5,63
Consumer,East,Other Miscellaneous 5,Low-Value,Jul 2021,1,1,0,62
Corporate,West,Accessories,High-Value,Jan 2021,154,14,0,58
Corporate,West,Furnishings,High-Value,Jul 2021,94,12,0,59
Consumer,Central,Accessories,High-Value,Jan 2022,175,18,0,61
Consumer,Central,Other Miscellaneous 3,Low-Value,Jan 2022,17,3,0,60
Consumer,East,Appliances,High-Value,Jan 2020,75,10,0,62
Corporate,South,Fasteners,Low-Value,Jan 2021,66,5,0,60
Home Office,West,Fasteners,Low-Value,Jul 2022,45,1,0,59
Consumer,Central,Employees (Office Supplies),Low-Value,Jul 2022,52,7,0,62
Home Office,East,Other Miscellaneous 1,Low-Value,Jul 2022,51,3,0,60
Corporate,West,Accessories,High-Value,Jul 2021,158,13,0,60
Corporate,East,Bookcases,High-Value,Jul 2022,114,11,0,62
Corporate,West,Other Miscellaneous 2,Low-Value,Jan 2021,31,1,0,60
Consumer,South,Furnishings,High-Value,Jul 2021,83,21,0,62
Consumer,Central,Other Miscellaneous 5,Low-Value,Jul 2021,1,2,0,60
Corporate,West,Appliances,High-Value,Jul 2022,108,13,0,60
Corporate,South,Fasteners,Low-Value,Jan 2021,30,1,0,65
Consumer,Central,Labels,Low-Value,Jul 2022,57,4,0,60
Corporate,East,Other Miscellaneous 5,Low-Value,Jul 2022,13,2,0,60
Consumer,West,Employees (Office Supplies),Low-Value,Jul 2022,43,9,0,60
Consumer,Central,Appliances,High-Value,Jan 2020,100,14,5,62
Home Office,South,Other Miscellaneous 4,Low-Value,Jan 2022,22,12,5,65
Consumer,South,Other Miscellaneous 2,Low-Value,Jan 2021,35,3,10,63
Consumer,East,Labels,Low-Value,Jul 2021,65,5,5,60
Home Office,Central,Labels,Low-Value,Jul 2022,12,5,10,59
Consumer,West,Supplies,Mid-Value,Jul 2021,101,13,0,64
Consumer,East,Other Miscellaneous 5,Low-Value,Jan 2022,1,1,10,65
Consumer,Central,Other Miscellaneous 4,Low-Value,Jan 2022,18,3,0,60
Corporate,West,Labels,Low-Value,Jul 2020,31,6,0,62
Home Office,West,Supplies,Mid-Value,Jan 2022,88,15,0,59
Consumer,Central,Furnishings,High-Value,Jul 2022,108,12,0,61
Corporate,West,Appliances,High-Value,Jan 2022,86,12,0,57
Consumer,South,Other Miscellaneous 3,Low-Value,Jul 2021,1,1,0,59
Consumer,South,Art,Low-Value,Jul 2022,92,13,0,60
Corporate,East,Bookcases,High-Value,Jul 2020,93,17,0,60
Home Office,West,Fasteners,Low-Value,Jan 2021,25,1,0,58
Consumer,West,Copiers,High-Value,Jan 2020,143,10,5,63
Consumer,South,Other Miscellaneous 2,Low-Value,Jul 2022,44,6,0,60
Consumer,Central,Other Miscellaneous 2,Low-Value,Jul 2020,1,4,0,58
Corporate,East,Business Machines,High-Value,Jan 2022,217,30,5,54
Home Office,Central,Appliances,High-Value,Jul 2022,113,17,0,61
Consumer,West,Other Miscellaneous 6,Low-Value,Jan 2020,22,5,0,58
Home Office,South,Accessories,High-Value,Jul 2022,192,28,0,61
Home Office,East,Employees (Office Supplies),Low-Value,Jul 2020,69,12,0,61
Consumer,West,Fasteners,Low-Value,Jan 2020,55,15,5,59
Consumer,West,Other Miscellaneous 3,Low-Value,Jul 2020,15,1,0,57
Consumer,South,Labels,Low-Value,Jul 2022,24,1,0,59
Home Office,Central,Supplies,Mid-Value,Jul 2021,97,14,10,62
Corporate,East,Accessories,High-Value,Jan 2021,156,19,0,60
Home Office,West,Art,Low-Value,Jan 2021,92,5,0,61
Corporate,West,Copiers,High-Value,Jan 2020,168,16,0,60
Consumer,East,Art,Low-Value,Jul 2022,72,20,0,58
Corporate,Central,Appliances,High-Value,Jan 2022,162,15,0,61
Corporate,South,Other Miscellaneous 4,Low-Value,Jul 2020,16,1,10,62
Consumer,East,Business Machines,High-Value,Jan 2022,165,23,0,60
Consumer,Central,Art,Low-Value,Jul 2022,71,5,0,56
Home Office,West,Fasteners,Low-Value,Jan 2022,46,1,0,60
Consumer,South,Copiers,High-Value,Jul 2021,173,18,0,62
Consumer,East,Other Miscellaneous 6,Low-Value,Jan 2021,1,1,5,62
Consumer,West,Other Miscellaneous 3,Low-Value,Jan 2022,1,11,0,61
Corporate,South,Accessories,High-Value,Jul 2022,136,24,0,61
Consumer,West,Other Miscellaneous 2,Low-Value,Jul 2022,6,3,0,59
Corporate,South,Business Machines,High-Value,Jul 2022,191,24,0,61
Home Office,South,Paper,Mid-Value,Jul 2022,110,19,0,59
Home Office,West,Other Miscellaneous 4,Low-Value,Jan 2022,25,3,0,62
Consumer,West,Business Machines,High-Value,Jan 2022,190,31,0,60
Consumer,West,Copiers,High-Value,Jul 2021,186,22,5,57
Corporate,South,Business Machines,High-Value,Jan 2022,137,17,0,61
Consumer,Central,Bookcases,High-Value,Jan 2022,100,11,5,62
Consumer,West,Other Miscellaneous 2,Low-Value,Jan 2021,22,3,10,58
Corporate,West,Paper,Mid-Value,Jan 2021,94,1,0,62
Corporate,East,Business Machines,High-Value,Jul 2022,166,14,0,59
Home Office,East,Labels,Low-Value,Jul 2022,30,6,0,58
Corporate,South,Supplies,Mid-Value,Jul 2022,87,6,0,65
Home Office,East,Other Miscellaneous 6,Low-Value,Jul 2020,1,1,0,58
Home Office,East,Other Miscellaneous 2,Low-Value,Jul 2022,56,9,0,59
Corporate,South,Appliances,High-Value,Jan 2021,89,6,0,62
Corporate,West,Supplies,Mid-Value,Jul 2021,130,17,0,62
Corporate,East,Other Miscellaneous 5,Low-Value,Jul 2021,17,11,0,59
Consumer,West,Other Miscellaneous 2,Low-Value,Jul 2022,8,1,0,60
Consumer,West,Other Miscellaneous 2,Low-Value,Jan 2020,24,1,0,62
Corporate,East,Accessories,High-Value,Jul 2022,144,18,0,59
Consumer,West,Fasteners,Low-Value,Jul 2022,34,1,0,59
Corporate,South,Other Miscellaneous 3,Low-Value,Jul 2021,1,1,0,60
Consumer,East,Supplies,Mid-Value,Jul 2020,116,15,0,63
Corporate,West,Other Miscellaneous 4,Low-Value,Jul 2022,1,1,0,64
Consumer,East,Art,Low-Value,Jan 2022,86,8,0,62
Consumer,South,Art,Low-Value,Jul 2022,60,8,0,61
Consumer,West,Business Machines,High-Value,Jan 2021,227,26,0,61
Home Office,West,Accessories,High-Value,Jan 2020,150,16,0,63
Corporate,West,Employees (Office Supplies),Low-Value,Jan 2022,47,7,0,60
Corporate,East,Appliances,High-Value,Jul 2020,98,13,0,61
Consumer,South,Other Miscellaneous 3,Low-Value,Jan 2022,4,1,0,61
Consumer,West,Fasteners,Low-Value,Jul 2022,23,3,10,62
Corporate,East,Paper,Mid-Value,Jan 2022,103,7,0,59
Corporate,South,Art,Low-Value,Jan 2020,90,15,0,61
Corporate,East,Other Miscellaneous 5,Low-Value,Jan 2022,45,10,0,61
Consumer,South,Furnishings,High-Value,Jan 2020,88,12,0,60
Consumer,West,Appliances,High-Value,Jul 2022,137,8,0,58
Consumer,West,Bookcases,High-Value,Jul 2020,71,10,0,61
Consumer,West,Business Machines,High-Value,Jan 2022,177,27,0,62
Corporate,East,Fasteners,Low-Value,Jul 2021,10,2,0,60
Consumer,East,Labels,Low-Value,Jan 2022,58,3,5,61
Consumer,East,Other Miscellaneous 3,Low-Value,Jul 2022,1,1,0,62
Corporate,West,Other Miscellaneous 3,Low-Value,Jul 2022,1,1,0,63
Corporate,South,Other Miscellaneous 6,Low-Value,Jan 2021,7,1,0,61
Consumer,Central,Supplies,Mid-Value,Jan 2021,98,9,0,63
Corporate,West,Other Miscellaneous 4,Low-Value,Jan 2022,16,1,0,62
Consumer,East,Other Miscellaneous 4,Low-Value,Jul 2021,18,9,0,63
Consumer,Central,Fasteners,Low-Value,Jul 2020,33,1,10,62
Consumer,West,Labels,Low-Value,Jan 2020,24,5,0,60
Home Office,East,Other Miscellaneous 4,Low-Value,Jan 2022,1,1,0,61
Corporate,East,Other Miscellaneous 3,Low-Value,Jul 2021,1,1,0,58
Consumer,West,Appliances,High-Value,Jul 2020,124,23,10,61
Consumer,Central,Employees (Office Supplies),Low-Value,Jul 2022,72,14,0,61
Home Office,Central,Other Miscellaneous 3,Low-Value,Jul 2021,1,1,0,62
Home Office,West,Business Machines,High-Value,Jan 2020,152,23,0,60
Consumer,East,Other Miscellaneous 4,Low-Value,Jul 2021,14,1,0,60
Consumer,Central,Art,Low-Value,Jan 2022,36,8,0,63
Corporate,East,Art,Low-Value,Jul 2022,84,13,0,59
Consumer,East,Bookcases,High-Value,Jul 2020,75,12,0,61
Consumer,Central,Labels,Low-Value,Jul 2020,51,2,0,61
Consumer,West,Supplies,Mid-Value,Jul 2022,101,12,0,60
Corporate,Central,Copiers,High-Value,Jan 2022,174,20,0,58
Corporate,East,Bookcases,High-Value,Jan 2021,132,10,5,59
Home Office,West,Other Miscellaneous 5,Low-Value,Jul 2021,1,1,0,62
Corporate,Central,Copiers,High-Value,Jul 2020,126,15,0,58
Home Office,Central,Supplies,Mid-Value,Jul 2022,110,17,0,63
Corporate,Central,Art,Low-Value,Jul 2020,91,10,0,59
Home Office,East,Labels,Low-Value,Jul 2022,38,8,0,57
Consumer,West,Other Miscellaneous 2,Low-Value,Jan 2022,37,2,0,60
Consumer,Central,Other Miscellaneous 3,Low-Value,Jul 2021,1,1,0,60
Consumer,South,Copiers,High-Value,Jan 2022,164,18,0,61
Consumer,West,Employees (Office Supplies),Low-Value,Jan 2021,28,1,0,60
Corporate,East,Other Miscellaneous 4,Low-Value,Jan 2021,46,20,0,61
Corporate,West,Fasteners,Low-Value,Jul 2021,28,1,0,60
Corporate,South,Other Miscellaneous 1,Low-Value,Jul 2022,24,12,0,58
Home Office,West,Other Miscellaneous 1,Low-Value,Jul 2020,57,11,0,60
Corporate,West,Fasteners,Low-Value,Jul 2021,41,2,0,59
Consumer,West,Appliances,High-Value,Jul 2022,139,20,0,59
Home Office,Central,Labels,Low-Value,Jul 2021,69,11,0,57
Home Office,Central,Other Miscellaneous 5,Low-Value,Jul 2022,16,1,0,60
Consumer,Central,Paper,Mid-Value,Jul 2020,120,20,0,63
Home Office,East,Employees (Office Supplies),Low-Value,Jul 2022,60,13,0,60
Consumer,Central,Other Miscellaneous 1,Low-Value,Jul 2020,54,1,0,58
Corporate,West,Other Miscellaneous 1,Low-Value,Jul 2022,29,3,0,64
Consumer,West,Paper,Mid-Value,Jan 2020,71,11,0,61
Consumer,Central,Supplies,Mid-Value,Jul 2022,72,8,0,63
Consumer,West,Fasteners,Low-Value,Jan 2020,68,1,0,62
Corporate,Central,Other Miscellaneous 5,Low-Value,Jan 2020,2,5,0,58
Consumer,West,Paper,Mid-Value,Jul 2020,105,3,0,62
Consumer,East,Other Miscellaneous 6,Low-Value,Jul 2022,1,1,0,59
